package_function,n_obs,r_squared,adj_r_squared,f_statistic,f_pvalue,aic,bic
statsmodels.api.OLS,34,0.42311125436862573,0.2949137553394314,3.3004641866864435,0.014426668427079556,-30.219387618690007,-19.534863946376877
