term,coef,std_err_original,std_err_hac,t_stat_hac,p_value_hac
D.DIVP.L0,1.3747980269891196,1.6102840662436144,1.6700457192517928,0.8232098146421112,0.4200967321509988
D.DIVM.L0,-0.9486265147383608,1.169724223557495,0.8880673593910235,-1.0681920742913742,0.2981581397917784
D.INF.L0,0.0036601623370714105,0.006637905931134027,0.005320495355880376,0.6879363841613142,0.49939455029048657
D.EXR.L0,-0.0045471366093297,0.002730431938881059,0.0023387603888739817,-1.9442507368268545,0.06606651600799718
D.log(FDI).L0,0.11560685037583589,0.05838681460270105,0.03955914673426037,2.922379776096487,0.008422155178992002
D.SHOCK.L0,-0.01294183304987008,0.08626445558673078,0.08226898376199232,-0.15731120597419015,0.8765769001384595
