term,coef,std_err,t_stat,p_value,significance
const,0.01908218270983455,0.027720625124118596,0.6883749058469794,0.4973133367288122,
DIVP,2.0857529402077186,1.2656457925863929,1.6479752490192434,0.11139156664325892,
DIVM,-0.973747287801254,0.9696383979224564,-1.004237548644527,0.3245193713046973,
INF,0.0010780151210026793,0.003455418552453144,0.3119781597043727,0.7575453117038639,
EXR,-0.0031657324005751938,0.0016527282673114217,-1.9154584956213365,0.0664940409590374,*
log(FDI),0.10997386168394548,0.04898133355059833,2.245219836049198,0.03347929600994394,**
SHOCK,-0.029130936519266088,0.07924792333027622,-0.3675924276003934,0.7161526058658818,
