term,coef,std_err_original,t_stat_original,p_value_original,std_err_hac,t_stat_hac,p_value_hac
const,-2.3344819916829063,0.7305224312914851,-3.1956335516704026,0.0034429524657270567,0.7370636385345675,-3.1672733121448395,0.003698608370278012
DIVP,1.268048920110687,0.6022845992063399,2.1053982150326567,0.04435382664404778,0.5739586544919527,2.2093035973699493,0.035503152289938646
DIVM,-0.8054806049572255,0.8876575878151658,-0.9074226548773087,0.37192717572967143,0.636277035658214,-1.2659275124144223,0.21597104170803427
INF,-0.004061920653628071,0.0027334657837434786,-1.4859965241874273,0.1484538619125146,0.0029888784040975024,-1.3590116774437921,0.18498980686749406
EXR,-0.0009413533988643277,0.00040788911815366967,-2.307865929656105,0.02861009537126233,0.0004667891514442771,-2.016656548147524,0.05341364070889755
log(FDI),0.1427675836089174,0.03181369980603914,4.487613338886667,0.00011238277537490948,0.032401203041753146,4.406243293650019,0.00014022774005556434
SHOCK,-0.020332821640103214,0.06852189696819304,-0.2967346576750705,0.768859175716322,0.04452335367819157,-0.45667767498077394,0.651425818865976
