term,coef,std_err,t_stat,p_value,significance
const,0.03743566059260533,0.029216378919585825,1.2813244480310848,0.21097548991823611,
DIVP,1.5175736772711244,1.3713019090985823,1.1066663491110378,0.2782010262077218,
DIVM,-0.9637219176005714,1.0508979811668182,-0.9170461213852036,0.3672376898824754,
INF,-4.226170876737219e-05,0.003785238846794954,-0.011164872410404465,0.9911739955581691,
EXR,-0.0037335625709443475,0.001785079113642158,-2.0915389925360968,0.0460195477237028,**
FDI,2.3657229317940456e-10,1.0798175105062654e-10,2.190854388613213,0.03727211933354958,**
SHOCK,-0.03107908872130652,0.08477752534742806,-0.36659584711798127,0.7167778056311165,
