term,coef,std_err_original,t_stat_original,p_value_original,std_err_hac,t_stat_hac,p_value_hac,maxlags
const,0.03743566059260533,0.029216378919585825,1.2813244480310848,0.21097548991823611,0.01807047626253892,2.071647700299493,0.047976867956464365,3
DIVP,1.5175736772711244,1.3713019090985823,1.1066663491110378,0.2782010262077218,1.0113979049827941,1.5004714462968374,0.1450966002002147,3
DIVM,-0.9637219176005714,1.0508979811668182,-0.9170461213852036,0.3672376898824754,0.6341786577895943,-1.5196378903061603,0.14022678580665376,3
INF,-4.226170876737219e-05,0.003785238846794954,-0.011164872410404465,0.9911739955581691,0.0030119262930482214,-0.014031455173692585,0.9889080559832485,3
EXR,-0.0037335625709443475,0.001785079113642158,-2.0915389925360968,0.0460195477237028,0.0010560290988012257,-3.535473194046056,0.0014909139455221926,3
FDI,2.3657229317940456e-10,1.0798175105062654e-10,2.190854388613213,0.03727211933354958,1.0767763588016931e-10,2.197042043555615,0.03678008229494134,3
SHOCK,-0.03107908872130652,0.08477752534742806,-0.36659584711798127,0.7167778056311165,0.06225277925183865,-0.4992401800340278,0.6216539158567533,3
