term,coef,std_err,t_stat,p_value,significance
const,0.013231266504615164,0.02649275182079928,0.49942967775161,0.6222206998658022,
DIVP,2.1091564693524805,1.3135516459833874,1.6056897921006108,0.12198606005820349,
DIVM,-0.12938752203766293,1.0024947231898944,-0.12906553924389497,0.8984278092618013,
INF,-0.012157574100498818,0.0052245311600013266,-2.327017243877579,0.029127594292204947,**
EXR,-0.0014000537073169312,0.001115893633511251,-1.2546479926689313,0.22220692374543055,
log(FDI),0.07363380912239713,0.048060070312255135,1.5321202953717026,0.13913321938733375,
