term,coef,std_err_original,t_stat_original,p_value_original,std_err_hac,t_stat_hac,p_value_hac,maxlags
const,0.013231266504615164,0.02649275182079928,0.49942967775161,0.6222206998658022,0.01412204799054009,0.9369226413533199,0.3585330271326827,3
DIVP,2.1091564693524805,1.3135516459833874,1.6056897921006108,0.12198606005820349,1.1171982629406851,1.8878980923231716,0.07172004838670606,3
DIVM,-0.12938752203766293,1.0024947231898944,-0.12906553924389497,0.8984278092618013,0.49222802827796813,-0.26286093965497626,0.7949980962888512,3
INF,-0.012157574100498818,0.0052245311600013266,-2.327017243877579,0.029127594292204947,0.006181581816870778,-1.9667415979706615,0.061392233849054435,3
EXR,-0.0014000537073169312,0.001115893633511251,-1.2546479926689313,0.22220692374543055,0.0006994234175587686,-2.001725524437838,0.05724601044249158,3
log(FDI),0.07363380912239713,0.048060070312255135,1.5321202953717026,0.13913321938733375,0.04033370555338859,1.8256147832717757,0.08092146180310786,3
