package_function,n_obs,r_squared,adj_r_squared,f_statistic,f_pvalue,aic,bic,spurious_regression_caveat_triggered,spurious_regression_caveat_text
statsmodels.api.OLS,35,0.5983892231297498,0.5123297709432677,6.953207438888882,0.00013339502067484892,-43.376733736098686,-32.48929730567279,True,"SPURIOUS-REGRESSION CAVEAT: step v (branch B) found the following Model A regressor(s) to be I(1): DIVP, DIVM, EXR, log(FDI). Model A's coefficients may reflect a spurious regression -- significant results driven by shared trends across non-stationary series rather than a genuine relationship. Do not treat these estimates as the primary basis for H1/H2 until compared against Model B's long-run coefficients."
